,noFace,Face,,Left eye,,Right eye ,,Left,Right,Up,Down,Face width:,,,,,,,,
capture_2020_07_24_18_01_42_010661,0,308,259,246,227,349,210,0,0,0,0,225,,0.474242424,0.596638655,0.394611727,0.549636804,0.554868624,0.528822055,0.513618677
capture_2020_07_24_18_01_42_010662,0,308,259,246,227,349,210,0,0,0,0,225,,0.474242424,0.596638655,0.394611727,0.549636804,0.554868624,0.528822055,0.513618677
capture_2020_07_24_18_01_42_010663,0,302,265,239,232,342,214,0,0,0,0,225,,0.465151515,0.609243697,0.383518225,0.561743341,0.544049459,0.538847118,0.513618677
capture_2020_07_24_18_01_42_010664,0,293,265,224,232,326,214,0,0,0,0,225,,0.451515152,0.609243697,0.359746434,0.561743341,0.519319938,0.538847118,0.513618677
capture_2020_07_24_18_01_42_010845,0,303,238,251,207,349,207,0,0,0,0,227,,0.466666667,0.552521008,0.402535658,0.501210654,0.554868624,0.521303258,0.521400778
capture_2020_07_24_18_01_42_010846,0,304,237,252,207,350,204,0,0,0,0,223,,0.468181818,0.550420168,0.404120444,0.501210654,0.556414219,0.513784461,0.505836576
capture_2020_07_24_18_01_42_010847,0,304,237,250,204,350,200,0,0,0,0,223,,0.468181818,0.550420168,0.400950872,0.493946731,0.556414219,0.503759398,0.505836576
capture_2020_07_24_18_01_42_010848,0,304,237,250,205,349,200,0,0,0,0,223,,0.468181818,0.550420168,0.400950872,0.496368039,0.554868624,0.503759398,0.505836576
capture_2020_07_24_18_01_42_010849,0,304,237,250,205,349,200,0,0,0,0,223,,0.468181818,0.550420168,0.400950872,0.496368039,0.554868624,0.503759398,0.505836576
capture_2020_07_24_18_01_42_010850,0,306,248,252,212,353,206,0,0,0,0,223,,0.471212121,0.573529412,0.404120444,0.513317191,0.561051005,0.518796992,0.505836576
capture_2020_07_24_18_01_42_010851,0,307,256,253,214,353,207,0,0,0,0,223,,0.472727273,0.590336134,0.40570523,0.518159806,0.561051005,0.521303258,0.505836576
capture_2020_07_24_18_01_42_010852,0,307,256,252,214,353,208,0,0,0,0,223,,0.472727273,0.590336134,0.404120444,0.518159806,0.561051005,0.523809524,0.505836576
capture_2020_07_24_18_01_42_010853,0,308,258,254,214,355,209,0,0,0,0,223,,0.474242424,0.594537815,0.407290016,0.518159806,0.564142195,0.526315789,0.505836576
capture_2020_07_24_18_01_42_010854,0,308,258,255,213,355,207,0,0,0,0,223,,0.474242424,0.594537815,0.408874802,0.515738499,0.564142195,0.521303258,0.505836576
capture_2020_07_24_18_01_42_010855,0,308,258,255,213,355,207,0,0,0,0,223,,0.474242424,0.594537815,0.408874802,0.515738499,0.564142195,0.521303258,0.505836576
capture_2020_07_24_18_01_42_010856,0,307,258,253,212,353,205,0,0,0,0,223,,0.472727273,0.594537815,0.40570523,0.513317191,0.561051005,0.516290727,0.505836576
capture_2020_07_24_18_01_42_010857,0,307,258,253,212,353,205,0,0,0,0,223,,0.472727273,0.594537815,0.40570523,0.513317191,0.561051005,0.516290727,0.505836576
capture_2020_07_24_18_01_42_010858,0,312,258,257,216,359,209,0,0,0,0,223,,0.48030303,0.594537815,0.412044374,0.523002421,0.570324575,0.526315789,0.505836576
capture_2020_07_24_18_01_42_010859,0,312,258,259,216,360,209,0,0,0,0,223,,0.48030303,0.594537815,0.415213946,0.523002421,0.57187017,0.526315789,0.505836576
capture_2020_07_24_18_01_42_010860,0,311,251,258,211,359,207,0,0,0,0,223,,0.478787879,0.579831933,0.41362916,0.510895884,0.570324575,0.521303258,0.505836576
capture_2020_07_24_18_01_42_010861,0,311,251,258,211,358,207,0,0,0,0,223,,0.478787879,0.579831933,0.41362916,0.510895884,0.56877898,0.521303258,0.505836576
capture_2020_07_24_18_01_42_010862,0,307,249,255,209,356,207,0,0,0,0,223,,0.472727273,0.575630252,0.408874802,0.506053269,0.56568779,0.521303258,0.505836576
capture_2020_07_24_18_01_42_010863,0,308,249,258,214,360,213,0,0,0,0,223,,0.474242424,0.575630252,0.41362916,0.518159806,0.57187017,0.536340852,0.505836576
capture_2020_07_24_18_01_42_010864,0,308,249,256,214,358,216,0,0,0,0,223,,0.474242424,0.575630252,0.410459588,0.518159806,0.56877898,0.543859649,0.505836576
capture_2020_07_24_18_01_42_010865,0,308,249,257,218,359,220,0,0,0,0,223,,0.474242424,0.575630252,0.412044374,0.527845036,0.570324575,0.553884712,0.505836576
capture_2020_07_24_18_01_42_010866,0,311,261,258,223,359,228,0,0,0,0,218,,0.478787879,0.600840336,0.41362916,0.539951574,0.570324575,0.573934837,0.486381323
capture_2020_07_24_18_01_42_010867,0,308,261,259,224,360,233,0,0,0,0,218,,0.474242424,0.600840336,0.415213946,0.542372881,0.57187017,0.586466165,0.486381323
capture_2020_07_24_18_01_42_010868,0,306,260,259,220,362,228,0,0,0,0,218,,0.471212121,0.598739496,0.415213946,0.532687651,0.57496136,0.573934837,0.486381323
capture_2020_07_24_18_01_42_010869,0,307,258,262,217,362,225,0,0,0,0,218,,0.472727273,0.594537815,0.419968304,0.525423729,0.57496136,0.56641604,0.486381323
capture_2020_07_24_18_01_42_010870,0,307,257,261,214,363,223,0,0,0,0,218,,0.472727273,0.592436975,0.418383518,0.518159806,0.576506955,0.561403509,0.486381323
capture_2020_07_24_18_01_42_010871,0,307,257,261,213,363,222,0,0,0,0,218,,0.472727273,0.592436975,0.418383518,0.515738499,0.576506955,0.558897243,0.486381323
capture_2020_07_24_18_01_42_010872,0,310,263,262,213,364,222,0,0,0,0,218,,0.477272727,0.605042017,0.419968304,0.515738499,0.57805255,0.558897243,0.486381323
capture_2020_07_24_18_01_42_010873,0,309,263,265,214,367,225,0,0,0,0,218,,0.475757576,0.605042017,0.424722662,0.518159806,0.582689335,0.56641604,0.486381323
capture_2020_07_24_18_01_42_010874,0,309,263,266,217,367,226,0,0,0,0,218,,0.475757576,0.605042017,0.426307448,0.525423729,0.582689335,0.568922306,0.486381323
capture_2020_07_24_18_01_42_010875,0,309,263,266,217,367,226,0,0,0,0,218,,0.475757576,0.605042017,0.426307448,0.525423729,0.582689335,0.568922306,0.486381323
capture_2020_07_24_18_01_42_010876,0,309,263,264,218,365,228,0,0,0,0,218,,0.475757576,0.605042017,0.423137876,0.527845036,0.579598145,0.573934837,0.486381323
capture_2020_07_24_18_01_42_010877,0,305,268,260,220,364,230,0,0,0,0,218,,0.46969697,0.615546218,0.416798732,0.532687651,0.57805255,0.578947368,0.486381323
capture_2020_07_24_18_01_42_010878,0,305,268,260,221,364,230,0,0,0,0,218,,0.46969697,0.615546218,0.416798732,0.535108959,0.57805255,0.578947368,0.486381323
capture_2020_07_24_18_01_42_010879,0,305,268,261,220,364,227,0,0,0,0,218,,0.46969697,0.615546218,0.418383518,0.532687651,0.57805255,0.571428571,0.486381323
capture_2020_07_24_18_01_42_010880,0,305,268,261,220,364,227,0,0,0,0,218,,0.46969697,0.615546218,0.418383518,0.532687651,0.57805255,0.571428571,0.486381323
capture_2020_07_24_18_01_42_010881,0,305,263,259,218,363,225,0,0,0,0,218,,0.46969697,0.605042017,0.415213946,0.527845036,0.576506955,0.56641604,0.486381323
capture_2020_07_24_18_01_42_010882,0,305,263,259,218,363,225,0,0,0,0,218,,0.46969697,0.605042017,0.415213946,0.527845036,0.576506955,0.56641604,0.486381323
capture_2020_07_24_18_01_42_010883,0,305,263,259,218,363,225,0,0,0,0,218,,0.46969697,0.605042017,0.415213946,0.527845036,0.576506955,0.56641604,0.486381323
capture_2020_07_24_18_01_42_010884,0,304,262,258,213,360,220,0,0,0,0,223,,0.468181818,0.602941176,0.41362916,0.515738499,0.57187017,0.553884712,0.505836576
capture_2020_07_24_18_01_42_010885,0,304,262,258,213,360,220,0,0,0,0,223,,0.468181818,0.602941176,0.41362916,0.515738499,0.57187017,0.553884712,0.505836576
capture_2020_07_24_18_01_42_010886,0,304,262,258,213,360,220,0,0,0,0,223,,0.468181818,0.602941176,0.41362916,0.515738499,0.57187017,0.553884712,0.505836576
capture_2020_07_24_18_01_42_010887,0,284,279,221,255,331,252,0,0,0,0,254,,0.437878788,0.638655462,0.354992076,0.617433414,0.527047913,0.634085213,0.626459144
capture_2020_07_24_18_01_42_010888,0,284,279,222,255,334,250,0,0,0,0,254,,0.437878788,0.638655462,0.356576862,0.617433414,0.531684699,0.629072682,0.626459144
capture_2020_07_24_18_01_42_010889,0,286,285,227,252,339,248,0,0,0,0,246,,0.440909091,0.651260504,0.364500792,0.610169492,0.539412674,0.62406015,0.595330739
capture_2020_07_24_18_01_42_010890,0,296,284,232,253,344,251,0,0,0,0,246,,0.456060606,0.649159664,0.372424723,0.612590799,0.547140649,0.631578947,0.595330739
capture_2020_07_24_18_01_42_010891,0,298,284,237,250,348,248,0,0,0,0,246,,0.459090909,0.649159664,0.380348653,0.605326877,0.553323029,0.62406015,0.595330739
capture_2020_07_24_18_01_42_010892,0,300,278,241,248,351,248,0,0,0,0,246,,0.462121212,0.636554622,0.386687797,0.600484262,0.557959815,0.62406015,0.595330739
capture_2020_07_24_18_01_42_010893,0,305,275,245,245,357,246,0,0,0,0,246,,0.46969697,0.630252101,0.393026941,0.593220339,0.567233385,0.619047619,0.595330739
capture_2020_07_24_18_01_42_010894,0,306,271,252,241,360,243,0,0,0,0,246,,0.471212121,0.621848739,0.404120444,0.583535109,0.57187017,0.611528822,0.595330739
capture_2020_07_24_18_01_42_010895,0,307,269,253,236,364,238,0,0,0,0,246,,0.472727273,0.617647059,0.40570523,0.571428571,0.57805255,0.598997494,0.595330739
capture_2020_07_24_18_01_42_010896,0,308,269,256,238,364,241,0,0,0,0,246,,0.474242424,0.617647059,0.410459588,0.576271186,0.57805255,0.606516291,0.595330739
capture_2020_07_24_18_01_42_010897,0,308,269,256,238,364,241,0,0,0,0,246,,0.474242424,0.617647059,0.410459588,0.576271186,0.57805255,0.606516291,0.595330739
capture_2020_07_24_18_01_42_010898,0,308,269,256,238,364,241,0,0,0,0,246,,0.474242424,0.617647059,0.410459588,0.576271186,0.57805255,0.606516291,0.595330739
capture_2020_07_24_18_01_42_010899,0,308,269,253,232,361,237,0,0,0,0,246,,0.474242424,0.617647059,0.40570523,0.561743341,0.573415765,0.596491228,0.595330739
capture_2020_07_24_18_01_42_010900,0,308,269,251,227,359,233,0,0,0,0,246,,0.474242424,0.617647059,0.402535658,0.549636804,0.570324575,0.586466165,0.595330739
capture_2020_07_24_18_01_42_010901,0,308,269,250,223,357,228,0,0,0,0,246,,0.474242424,0.617647059,0.400950872,0.539951574,0.567233385,0.573934837,0.595330739
capture_2020_07_24_18_01_42_010902,0,303,262,250,220,356,224,0,0,0,0,233,,0.466666667,0.602941176,0.400950872,0.532687651,0.56568779,0.563909774,0.544747082
capture_2020_07_24_18_01_42_010903,0,303,262,248,218,356,222,0,0,0,0,233,,0.466666667,0.602941176,0.3977813,0.527845036,0.56568779,0.558897243,0.544747082
capture_2020_07_24_18_01_42_010904,0,277,263,207,227,313,218,0,0,0,0,237,,0.427272727,0.605042017,0.332805071,0.549636804,0.499227202,0.54887218,0.560311284
capture_2020_07_24_18_01_42_011600,0,281,292,202,263,327,267,0,0,0,0,262,,0.433333333,0.665966387,0.324881141,0.636803874,0.520865533,0.671679198,0.657587549
capture_2020_07_24_18_01_42_011601,0,278,292,200,261,324,264,0,0,0,0,262,,0.428787879,0.665966387,0.321711569,0.631961259,0.516228748,0.664160401,0.657587549
capture_2020_07_24_18_01_42_011602,0,277,296,196,259,324,261,0,0,0,0,269,,0.427272727,0.674369748,0.315372425,0.627118644,0.516228748,0.656641604,0.684824903
capture_2020_07_24_18_01_42_011603,0,274,323,198,257,326,260,0,0,0,0,269,,0.422727273,0.731092437,0.318541997,0.622276029,0.519319938,0.654135338,0.684824903
capture_2020_07_24_18_01_42_011604,0,274,339,198,257,326,260,0,0,0,0,269,,0.422727273,0.764705882,0.318541997,0.622276029,0.519319938,0.654135338,0.684824903
capture_2020_07_24_18_01_42_011605,0,274,357,196,264,328,266,0,0,0,0,269,,0.422727273,0.802521008,0.315372425,0.639225182,0.522411128,0.669172932,0.684824903
capture_2020_07_24_18_01_42_011606,0,274,357,195,264,328,270,0,0,0,0,269,,0.422727273,0.802521008,0.313787639,0.639225182,0.522411128,0.679197995,0.684824903
capture_2020_07_24_18_01_42_011607,0,274,357,195,264,328,270,0,0,0,0,269,,0.422727273,0.802521008,0.313787639,0.639225182,0.522411128,0.679197995,0.684824903
capture_2020_07_24_18_01_42_011608,0,274,357,195,264,328,270,0,0,0,0,269,,0.422727273,0.802521008,0.313787639,0.639225182,0.522411128,0.679197995,0.684824903
capture_2020_07_24_18_01_42_011609,0,274,357,195,264,328,270,0,0,0,0,269,,0.422727273,0.802521008,0.313787639,0.639225182,0.522411128,0.679197995,0.684824903
capture_2020_07_24_18_01_42_011610,0,274,357,198,262,332,266,0,0,0,0,269,,0.422727273,0.802521008,0.318541997,0.634382567,0.528593509,0.669172932,0.684824903
capture_2020_07_24_18_01_42_011611,0,274,357,202,262,334,264,0,0,0,0,269,,0.422727273,0.802521008,0.324881141,0.634382567,0.531684699,0.664160401,0.684824903
capture_2020_07_24_18_01_42_011612,0,278,357,204,260,335,263,0,0,0,0,269,,0.428787879,0.802521008,0.328050713,0.629539952,0.533230294,0.661654135,0.684824903
capture_2020_07_24_18_01_42_011613,0,346,294,301,261,399,271,0,0,0,0,214,,0.531818182,0.670168067,0.48177496,0.631961259,0.632148377,0.681704261,0.470817121
capture_2020_07_24_18_01_42_011614,0,346,294,301,263,401,272,0,0,0,0,214,,0.531818182,0.670168067,0.48177496,0.636803874,0.635239567,0.684210526,0.470817121
capture_2020_07_24_18_01_42_011615,0,348,294,302,265,402,275,0,0,0,0,214,,0.534848485,0.670168067,0.483359746,0.641646489,0.636785162,0.691729323,0.470817121
capture_2020_07_24_18_01_42_011616,0,349,294,302,268,403,277,0,0,0,0,214,,0.536363636,0.670168067,0.483359746,0.648910412,0.638330757,0.696741855,0.470817121
capture_2020_07_24_18_01_42_011617,0,350,294,303,269,406,279,0,0,0,0,214,,0.537878788,0.670168067,0.484944532,0.651331719,0.642967543,0.701754386,0.470817121
capture_2020_07_24_18_01_42_011618,0,350,297,308,271,406,282,0,0,0,0,214,,0.537878788,0.676470588,0.492868463,0.656174334,0.642967543,0.709273183,0.470817121
capture_2020_07_24_18_01_42_011619,0,350,297,308,271,407,282,0,0,0,0,214,,0.537878788,0.676470588,0.492868463,0.656174334,0.644513138,0.709273183,0.470817121
capture_2020_07_24_18_01_42_011620,0,350,297,312,273,408,284,0,0,0,0,214,,0.537878788,0.676470588,0.499207607,0.661016949,0.646058733,0.714285714,0.470817121
capture_2020_07_24_18_01_42_011621,0,348,300,312,275,410,285,0,0,0,0,214,,0.534848485,0.682773109,0.499207607,0.665859564,0.649149923,0.71679198,0.470817121
capture_2020_07_24_18_01_42_011622,0,348,300,314,276,412,285,0,1,0,0,214,,0.534848485,0.682773109,0.502377179,0.668280872,0.652241113,0.71679198,0.470817121
capture_2020_07_24_18_01_42_011623,0,344,300,317,275,412,285,0,1,0,0,214,,0.528787879,0.682773109,0.507131537,0.665859564,0.652241113,0.71679198,0.470817121
capture_2020_07_24_18_01_42_011624,0,342,300,317,276,411,285,0,1,0,0,214,,0.525757576,0.682773109,0.507131537,0.668280872,0.650695518,0.71679198,0.470817121
capture_2020_07_24_18_01_42_011625,0,342,300,316,276,410,285,0,1,0,0,214,,0.525757576,0.682773109,0.505546751,0.668280872,0.649149923,0.71679198,0.470817121
capture_2020_07_24_18_01_42_011626,0,337,300,316,278,410,285,0,1,0,0,220,,0.518181818,0.682773109,0.505546751,0.673123487,0.649149923,0.71679198,0.494163424
capture_2020_07_24_18_01_42_011627,0,335,301,316,280,408,285,0,1,0,0,220,,0.515151515,0.68487395,0.505546751,0.677966102,0.646058733,0.71679198,0.494163424
capture_2020_07_24_18_01_42_011628,0,335,301,315,280,407,285,0,1,0,0,220,,0.515151515,0.68487395,0.503961965,0.677966102,0.644513138,0.71679198,0.494163424
capture_2020_07_24_18_01_42_011629,0,333,301,313,282,403,287,0,1,0,0,220,,0.512121212,0.68487395,0.500792393,0.682808717,0.638330757,0.721804511,0.494163424
capture_2020_07_24_18_01_42_011630,0,329,301,311,284,403,289,0,1,0,0,220,,0.506060606,0.68487395,0.497622821,0.687651332,0.638330757,0.726817043,0.494163424
capture_2020_07_24_18_01_42_011631,0,328,301,311,287,403,291,0,1,0,0,220,,0.504545455,0.68487395,0.497622821,0.694915254,0.638330757,0.731829574,0.494163424
capture_2020_07_24_18_01_42_011632,0,328,301,312,288,404,291,0,1,0,0,220,,0.504545455,0.68487395,0.499207607,0.697336562,0.639876352,0.731829574,0.494163424
capture_2020_07_24_18_01_42_011633,0,328,301,312,288,404,291,0,1,0,0,220,,0.504545455,0.68487395,0.499207607,0.697336562,0.639876352,0.731829574,0.494163424
capture_2020_07_24_18_01_42_011634,0,328,301,312,288,404,291,0,1,0,0,220,,0.504545455,0.68487395,0.499207607,0.697336562,0.639876352,0.731829574,0.494163424
capture_2020_07_24_18_01_42_011635,0,328,301,312,288,404,291,0,1,0,0,220,,0.504545455,0.68487395,0.499207607,0.697336562,0.639876352,0.731829574,0.494163424
capture_2020_07_24_18_01_42_011636,0,328,301,314,286,406,292,0,1,0,0,220,,0.504545455,0.68487395,0.502377179,0.692493947,0.642967543,0.73433584,0.494163424
capture_2020_07_24_18_01_42_011637,0,328,301,314,285,407,291,0,1,0,0,220,,0.504545455,0.68487395,0.502377179,0.690072639,0.644513138,0.731829574,0.494163424
capture_2020_07_24_18_01_42_011638,0,328,301,314,285,407,291,0,1,0,0,220,,0.504545455,0.68487395,0.502377179,0.690072639,0.644513138,0.731829574,0.494163424
capture_2020_07_24_18_01_42_011639,0,337,301,316,287,408,291,0,1,0,0,220,,0.518181818,0.68487395,0.505546751,0.694915254,0.646058733,0.731829574,0.494163424
capture_2020_07_24_18_01_42_011640,0,337,301,319,287,409,291,0,1,0,0,220,,0.518181818,0.68487395,0.510301109,0.694915254,0.647604328,0.731829574,0.494163424
capture_2020_07_24_18_01_42_011641,0,337,301,319,288,409,293,0,1,0,0,220,,0.518181818,0.68487395,0.510301109,0.697336562,0.647604328,0.736842105,0.494163424
capture_2020_07_24_18_01_42_011642,0,337,301,316,287,409,293,0,1,0,0,220,,0.518181818,0.68487395,0.505546751,0.694915254,0.647604328,0.736842105,0.494163424
capture_2020_07_24_18_01_42_011643,0,337,301,313,285,406,291,0,1,0,0,220,,0.518181818,0.68487395,0.500792393,0.690072639,0.642967543,0.731829574,0.494163424
capture_2020_07_24_18_01_42_011644,0,337,301,310,285,404,290,0,1,0,0,220,,0.518181818,0.68487395,0.496038035,0.690072639,0.639876352,0.729323308,0.494163424
capture_2020_07_24_18_01_42_011645,0,333,301,308,285,402,290,0,1,0,0,220,,0.512121212,0.68487395,0.492868463,0.690072639,0.636785162,0.729323308,0.494163424
capture_2020_07_24_18_01_42_011646,0,333,301,307,285,401,290,0,1,0,0,220,,0.512121212,0.68487395,0.491283677,0.690072639,0.635239567,0.729323308,0.494163424
capture_2020_07_24_18_01_42_011647,0,330,301,301,285,398,291,0,0,0,0,220,,0.507575758,0.68487395,0.48177496,0.690072639,0.630602782,0.731829574,0.494163424
capture_2020_07_24_18_01_42_011648,0,325,301,298,284,394,289,0,0,0,0,220,,0.5,0.68487395,0.477020602,0.687651332,0.624420402,0.726817043,0.494163424
capture_2020_07_24_18_01_42_011649,0,324,301,294,284,390,287,0,0,0,0,220,,0.498484848,0.68487395,0.470681458,0.687651332,0.618238022,0.721804511,0.494163424
capture_2020_07_24_18_01_42_011650,0,323,304,289,284,388,287,0,0,0,0,225,,0.496969697,0.691176471,0.462757528,0.687651332,0.615146832,0.721804511,0.513618677
capture_2020_07_24_18_01_42_011651,0,320,304,286,284,385,286,0,0,0,0,225,,0.492424242,0.691176471,0.45800317,0.687651332,0.610510046,0.719298246,0.513618677
capture_2020_07_24_18_01_42_011652,0,318,304,283,284,381,285,0,0,0,0,225,,0.489393939,0.691176471,0.453248811,0.687651332,0.604327666,0.71679198,0.513618677
capture_2020_07_24_18_01_42_011653,0,318,304,278,284,379,284,0,0,0,0,225,,0.489393939,0.691176471,0.445324881,0.687651332,0.601236476,0.714285714,0.513618677
capture_2020_07_24_18_01_42_011654,0,317,304,275,284,375,284,0,0,0,0,225,,0.487878788,0.691176471,0.440570523,0.687651332,0.595054096,0.714285714,0.513618677
capture_2020_07_24_18_01_42_011655,0,317,304,272,284,373,284,0,0,0,0,225,,0.487878788,0.691176471,0.435816165,0.687651332,0.591962906,0.714285714,0.513618677
capture_2020_07_24_18_01_42_011656,0,316,304,266,285,369,283,0,0,0,0,225,,0.486363636,0.691176471,0.426307448,0.690072639,0.585780526,0.711779449,0.513618677
capture_2020_07_24_18_01_42_011657,0,314,304,268,284,367,282,0,0,0,0,225,,0.483333333,0.691176471,0.429477021,0.687651332,0.582689335,0.709273183,0.513618677
capture_2020_07_24_18_01_42_011658,0,313,304,261,284,363,282,0,0,0,0,225,,0.481818182,0.691176471,0.418383518,0.687651332,0.576506955,0.709273183,0.513618677
capture_2020_07_24_18_01_42_011659,0,312,304,259,284,361,282,0,0,0,0,225,,0.48030303,0.691176471,0.415213946,0.687651332,0.573415765,0.709273183,0.513618677
capture_2020_07_24_18_01_42_011660,0,311,304,259,287,358,282,0,0,0,0,225,,0.478787879,0.691176471,0.415213946,0.694915254,0.56877898,0.709273183,0.513618677
capture_2020_07_24_18_01_42_011661,0,310,304,255,285,357,280,0,0,0,0,225,,0.477272727,0.691176471,0.408874802,0.690072639,0.567233385,0.704260652,0.513618677
capture_2020_07_24_18_01_42_011662,0,309,304,254,285,356,280,0,0,0,0,225,,0.475757576,0.691176471,0.407290016,0.690072639,0.56568779,0.704260652,0.513618677
capture_2020_07_24_18_01_42_011663,0,309,304,253,285,355,280,0,0,0,0,225,,0.475757576,0.691176471,0.40570523,0.690072639,0.564142195,0.704260652,0.513618677
capture_2020_07_24_18_01_42_011664,0,308,304,252,285,352,280,0,0,0,0,225,,0.474242424,0.691176471,0.404120444,0.690072639,0.55950541,0.704260652,0.513618677
capture_2020_07_24_18_01_42_011665,0,307,304,250,285,350,280,0,0,0,0,225,,0.472727273,0.691176471,0.400950872,0.690072639,0.556414219,0.704260652,0.513618677
capture_2020_07_24_18_01_42_011666,0,326,286,269,257,373,260,0,0,0,0,229,,0.501515152,0.653361345,0.431061807,0.622276029,0.591962906,0.654135338,0.529182879
capture_2020_07_24_18_01_42_011667,0,326,286,269,257,373,260,0,0,0,0,229,,0.501515152,0.653361345,0.431061807,0.622276029,0.591962906,0.654135338,0.529182879
capture_2020_07_24_18_01_42_011668,0,326,286,269,257,373,260,0,0,0,0,229,,0.501515152,0.653361345,0.431061807,0.622276029,0.591962906,0.654135338,0.529182879
capture_2020_07_24_18_01_42_011669,0,326,286,269,257,373,260,0,0,0,0,229,,0.501515152,0.653361345,0.431061807,0.622276029,0.591962906,0.654135338,0.529182879
capture_2020_07_24_18_01_42_011670,0,320,286,265,258,369,260,0,0,0,0,229,,0.492424242,0.653361345,0.424722662,0.624697337,0.585780526,0.654135338,0.529182879
capture_2020_07_24_18_01_42_011671,0,319,286,262,260,368,260,0,0,0,0,229,,0.490909091,0.653361345,0.419968304,0.629539952,0.58423493,0.654135338,0.529182879
capture_2020_07_24_18_01_42_011672,0,318,286,259,260,360,260,0,0,0,0,229,,0.489393939,0.653361345,0.415213946,0.629539952,0.57187017,0.654135338,0.529182879
capture_2020_07_24_18_01_42_011673,0,312,286,252,261,356,260,0,0,0,0,229,,0.48030303,0.653361345,0.404120444,0.631961259,0.56568779,0.654135338,0.529182879
capture_2020_07_24_18_01_42_011674,0,309,286,248,262,349,260,0,0,0,0,229,,0.475757576,0.653361345,0.3977813,0.634382567,0.554868624,0.654135338,0.529182879
capture_2020_07_24_18_01_42_011675,0,307,286,244,262,339,260,1,0,0,0,229,,0.472727273,0.653361345,0.391442155,0.634382567,0.539412674,0.654135338,0.529182879
capture_2020_07_24_18_01_42_011676,0,304,286,237,263,332,260,1,0,0,0,229,,0.468181818,0.653361345,0.380348653,0.636803874,0.528593509,0.654135338,0.529182879
capture_2020_07_24_18_01_42_011677,0,303,286,231,265,326,260,1,0,0,0,229,,0.466666667,0.653361345,0.370839937,0.641646489,0.519319938,0.654135338,0.529182879
capture_2020_07_24_18_01_42_011678,0,302,286,225,267,316,260,1,0,0,0,229,,0.465151515,0.653361345,0.36133122,0.646489104,0.503863988,0.654135338,0.529182879
capture_2020_07_24_18_01_42_011679,0,302,286,220,268,309,260,1,0,0,0,229,,0.465151515,0.653361345,0.35340729,0.648910412,0.493044822,0.654135338,0.529182879
capture_2020_07_24_18_01_42_011680,0,291,286,216,270,301,261,1,0,0,0,229,,0.448484848,0.653361345,0.347068146,0.653753027,0.480680062,0.656641604,0.529182879
capture_2020_07_24_18_01_42_011681,0,291,286,214,270,301,261,1,0,0,0,229,,0.448484848,0.653361345,0.343898574,0.653753027,0.480680062,0.656641604,0.529182879
capture_2020_07_24_18_01_42_011682,0,284,286,209,273,293,264,1,0,0,0,229,,0.437878788,0.653361345,0.335974643,0.661016949,0.468315301,0.664160401,0.529182879
capture_2020_07_24_18_01_42_011683,0,280,286,205,275,287,264,1,0,0,0,229,,0.431818182,0.653361345,0.329635499,0.665859564,0.459041731,0.664160401,0.529182879
capture_2020_07_24_18_01_42_011684,0,279,286,202,275,283,264,1,0,0,0,229,,0.43030303,0.653361345,0.324881141,0.665859564,0.452859351,0.664160401,0.529182879
capture_2020_07_24_18_01_42_011685,0,279,286,200,275,278,268,1,0,0,0,229,,0.43030303,0.653361345,0.321711569,0.665859564,0.445131376,0.674185464,0.529182879
capture_2020_07_24_18_01_42_011686,0,275,286,197,276,275,268,1,0,0,0,229,,0.424242424,0.653361345,0.316957211,0.668280872,0.44049459,0.674185464,0.529182879
capture_2020_07_24_18_01_42_011687,0,275,286,195,276,271,268,1,0,0,0,229,,0.424242424,0.653361345,0.313787639,0.668280872,0.43431221,0.674185464,0.529182879
capture_2020_07_24_18_01_42_011688,0,271,286,194,278,269,268,1,0,0,0,229,,0.418181818,0.653361345,0.312202853,0.673123487,0.43122102,0.674185464,0.529182879
capture_2020_07_24_18_01_42_011689,0,269,286,193,278,264,268,1,0,0,0,229,,0.415151515,0.653361345,0.310618067,0.673123487,0.423493045,0.674185464,0.529182879
capture_2020_07_24_18_01_42_011690,0,269,286,193,280,266,270,1,0,0,0,229,,0.415151515,0.653361345,0.310618067,0.677966102,0.426584235,0.679197995,0.529182879
capture_2020_07_24_18_01_42_011691,0,269,286,193,281,266,271,1,0,0,0,229,,0.415151515,0.653361345,0.310618067,0.680387409,0.426584235,0.681704261,0.529182879
capture_2020_07_24_18_01_42_011692,0,269,286,193,281,267,271,1,0,0,0,229,,0.415151515,0.653361345,0.310618067,0.680387409,0.42812983,0.681704261,0.529182879
capture_2020_07_24_18_01_42_011693,0,269,286,193,281,267,271,1,0,0,0,229,,0.415151515,0.653361345,0.310618067,0.680387409,0.42812983,0.681704261,0.529182879
capture_2020_07_24_18_01_42_011694,0,269,286,193,281,271,271,1,0,0,0,229,,0.415151515,0.653361345,0.310618067,0.680387409,0.43431221,0.681704261,0.529182879
capture_2020_07_24_18_01_42_011695,0,275,286,197,280,276,270,1,0,0,0,229,,0.424242424,0.653361345,0.316957211,0.677966102,0.442040185,0.679197995,0.529182879
capture_2020_07_24_18_01_42_011696,0,280,286,202,280,282,270,1,0,0,0,229,,0.431818182,0.653361345,0.324881141,0.677966102,0.451313756,0.679197995,0.529182879
capture_2020_07_24_18_01_42_011697,0,285,286,205,276,295,269,1,0,0,0,229,,0.439393939,0.653361345,0.329635499,0.668280872,0.471406491,0.676691729,0.529182879
