,noLeftEye,noRightEye,Left Eye,,Right Eye,,Nose,,Mouth Up,,Mouth Down,,Left,Right,Up,Down,Face width:,,,,,,,,,,,
capture_2020_07_24_18_01_42_010303,0,1,121,97,190,114,197,144,186,200,181,218,0,0,0,0,200,,0.756578947,0.422619048,0.946666667,0.505747126,0.99,0.435483871,0.957671958,0.46875,0.933333333,0.496732026
capture_2020_07_24_18_01_42_010304,0,1,124,95,190,114,197,144,186,200,181,218,0,0,0,0,200,,0.776315789,0.410714286,0.946666667,0.505747126,0.99,0.435483871,0.957671958,0.46875,0.933333333,0.496732026
capture_2020_07_24_18_01_42_010316,0,1,117,114,186,121,195,158,182,212,177,229,0,0,0,0,200,,0.730263158,0.523809524,0.92,0.545977011,0.98,0.510752688,0.936507937,0.54375,0.911111111,0.568627451
capture_2020_07_24_18_01_42_010317,0,1,113,112,186,121,195,158,182,212,177,229,0,0,0,0,200,,0.703947368,0.511904762,0.92,0.545977011,0.98,0.510752688,0.936507937,0.54375,0.911111111,0.568627451
capture_2020_07_24_18_01_42_010318,0,1,104,107,185,129,187,158,172,207,166,226,0,0,0,0,200,,0.644736842,0.482142857,0.913333333,0.591954023,0.94,0.510752688,0.883597884,0.5125,0.85,0.549019608
capture_2020_07_24_18_01_42_010322,0,0,86,121,176,127,145,151,136,200,133,213,1,0,0,0,200,,0.526315789,0.56547619,0.853333333,0.58045977,0.73,0.47311828,0.693121693,0.46875,0.666666667,0.464052288
capture_2020_07_24_18_01_42_010323,0,0,63,137,156,138,115,165,136,200,133,213,1,0,0,0,200,,0.375,0.660714286,0.72,0.643678161,0.58,0.548387097,0.693121693,0.46875,0.666666667,0.464052288
capture_2020_07_24_18_01_42_010362,0,0,60,135,154,134,110,164,110,215,110,228,0,0,0,0,200,,0.355263158,0.648809524,0.706666667,0.620689655,0.555,0.543010753,0.555555556,0.5625,0.538888889,0.562091503
capture_2020_07_24_18_01_42_010363,0,0,61,132,154,132,112,164,109,213,109,227,0,0,0,0,200,,0.361842105,0.630952381,0.706666667,0.609195402,0.565,0.543010753,0.55026455,0.55,0.533333333,0.555555556
capture_2020_07_24_18_01_42_010364,0,0,61,132,154,131,112,163,109,212,109,226,0,0,0,0,200,,0.361842105,0.630952381,0.706666667,0.603448276,0.565,0.537634409,0.55026455,0.54375,0.533333333,0.549019608
capture_2020_07_24_18_01_42_010365,0,0,62,132,156,132,113,163,110,212,110,226,0,0,0,0,200,,0.368421053,0.630952381,0.72,0.609195402,0.57,0.537634409,0.555555556,0.54375,0.538888889,0.549019608
capture_2020_07_24_18_01_42_010366,0,0,63,132,157,132,115,163,112,212,112,226,0,0,0,0,200,,0.375,0.630952381,0.726666667,0.609195402,0.58,0.537634409,0.566137566,0.54375,0.55,0.549019608
capture_2020_07_24_18_01_42_010459,0,0,89,126,178,116,110,150,119,202,125,215,0,0,0,0,200,,0.546052632,0.595238095,0.866666667,0.517241379,0.555,0.467741935,0.603174603,0.48125,0.622222222,0.477124183
capture_2020_07_24_18_01_42_010460,0,0,90,129,179,120,110,153,119,205,126,218,0,0,0,0,200,,0.552631579,0.613095238,0.873333333,0.540229885,0.555,0.483870968,0.603174603,0.5,0.627777778,0.496732026
capture_2020_07_24_18_01_42_010461,0,0,90,129,179,120,110,153,119,205,126,218,0,0,0,0,200,,0.552631579,0.613095238,0.873333333,0.540229885,0.555,0.483870968,0.603174603,0.5,0.627777778,0.496732026
capture_2020_07_24_18_01_42_010462,0,0,91,135,180,129,111,162,119,212,122,228,0,0,0,0,200,,0.559210526,0.648809524,0.88,0.591954023,0.56,0.532258065,0.603174603,0.54375,0.605555556,0.562091503
capture_2020_07_24_18_01_42_010463,0,0,85,137,173,132,106,164,113,216,116,228,0,0,0,0,200,,0.519736842,0.660714286,0.833333333,0.609195402,0.535,0.543010753,0.571428571,0.56875,0.572222222,0.562091503
capture_2020_07_24_18_01_42_010464,0,0,86,124,175,118,104,153,113,204,116,218,0,0,0,0,200,,0.526315789,0.583333333,0.846666667,0.528735632,0.525,0.483870968,0.571428571,0.49375,0.572222222,0.496732026
capture_2020_07_24_18_01_42_010465,0,0,91,126,179,119,113,153,118,203,121,218,0,0,0,0,200,,0.559210526,0.595238095,0.873333333,0.534482759,0.57,0.483870968,0.597883598,0.4875,0.6,0.496732026
capture_2020_07_24_18_01_42_010466,0,0,99,123,184,119,120,153,125,203,128,218,0,0,0,0,200,,0.611842105,0.577380952,0.906666667,0.534482759,0.605,0.483870968,0.634920635,0.4875,0.638888889,0.496732026
capture_2020_07_24_18_01_42_010467,0,0,98,129,183,122,116,155,124,206,127,221,0,0,0,0,200,,0.605263158,0.613095238,0.9,0.551724138,0.585,0.494623656,0.62962963,0.50625,0.633333333,0.516339869
capture_2020_07_24_18_01_42_010468,0,0,91,130,175,123,110,155,118,207,122,218,0,0,0,0,200,,0.559210526,0.619047619,0.846666667,0.557471264,0.555,0.494623656,0.597883598,0.5125,0.605555556,0.496732026
capture_2020_07_24_18_01_42_010469,0,0,87,137,174,130,107,165,116,214,118,227,0,0,0,0,200,,0.532894737,0.660714286,0.84,0.597701149,0.54,0.548387097,0.587301587,0.55625,0.583333333,0.555555556
capture_2020_07_24_18_01_42_010470,0,0,87,136,173,128,107,165,116,211,119,223,0,0,0,0,200,,0.532894737,0.654761905,0.833333333,0.586206897,0.54,0.548387097,0.587301587,0.5375,0.588888889,0.529411765
capture_2020_07_24_18_01_42_010471,0,0,94,123,181,113,116,152,122,202,127,216,0,0,0,0,200,,0.578947368,0.577380952,0.886666667,0.5,0.585,0.478494624,0.619047619,0.48125,0.633333333,0.483660131
capture_2020_07_24_18_01_42_010472,0,0,95,127,183,116,116,154,126,207,130,219,0,0,0,0,200,,0.585526316,0.601190476,0.9,0.517241379,0.585,0.489247312,0.64021164,0.5125,0.65,0.503267974
capture_2020_07_24_18_01_42_010473,0,0,90,126,180,116,113,153,122,205,125,216,0,0,0,0,200,,0.552631579,0.595238095,0.88,0.517241379,0.57,0.483870968,0.619047619,0.5,0.622222222,0.483660131
capture_2020_07_24_18_01_42_010724,1,0,27,147,72,134,0,181,24,231,33,246,0,0,0,0,200,,0.138157895,0.720238095,0.16,0.620689655,0.005,0.634408602,0.100529101,0.6625,0.111111111,0.679738562
capture_2020_07_24_18_01_42_010725,1,0,27,147,72,134,0,181,29,235,33,246,0,0,0,0,200,,0.138157895,0.720238095,0.16,0.620689655,0.005,0.634408602,0.126984127,0.6875,0.111111111,0.679738562
capture_2020_07_24_18_01_42_010726,1,0,27,147,72,134,0,181,29,235,33,246,0,0,0,0,200,,0.138157895,0.720238095,0.16,0.620689655,0.005,0.634408602,0.126984127,0.6875,0.111111111,0.679738562
capture_2020_07_24_18_01_42_010727,1,0,27,147,72,134,0,181,29,235,33,246,0,0,0,0,200,,0.138157895,0.720238095,0.16,0.620689655,0.005,0.634408602,0.126984127,0.6875,0.111111111,0.679738562
capture_2020_07_24_18_01_42_010728,1,0,27,147,72,134,0,181,29,235,33,246,0,0,0,0,200,,0.138157895,0.720238095,0.16,0.620689655,0.005,0.634408602,0.126984127,0.6875,0.111111111,0.679738562
capture_2020_07_24_18_01_42_010729,1,0,27,147,72,134,0,181,29,235,33,246,0,0,0,0,200,,0.138157895,0.720238095,0.16,0.620689655,0.005,0.634408602,0.126984127,0.6875,0.111111111,0.679738562
capture_2020_07_24_18_01_42_010730,1,0,27,147,72,134,1,188,29,235,33,246,0,0,0,0,200,,0.138157895,0.720238095,0.16,0.620689655,0.01,0.672043011,0.126984127,0.6875,0.111111111,0.679738562
capture_2020_07_24_18_01_42_010731,1,0,27,147,72,134,1,188,29,235,33,246,0,0,0,0,200,,0.138157895,0.720238095,0.16,0.620689655,0.01,0.672043011,0.126984127,0.6875,0.111111111,0.679738562
capture_2020_07_24_18_01_42_010732,1,0,27,147,73,132,1,188,29,235,33,246,0,0,0,0,200,,0.138157895,0.720238095,0.166666667,0.609195402,0.01,0.672043011,0.126984127,0.6875,0.111111111,0.679738562
capture_2020_07_24_18_01_42_010733,1,0,27,147,73,132,1,188,29,235,33,246,0,0,0,0,200,,0.138157895,0.720238095,0.166666667,0.609195402,0.01,0.672043011,0.126984127,0.6875,0.111111111,0.679738562
capture_2020_07_24_18_01_42_010734,1,0,27,147,73,132,1,188,29,235,33,246,0,0,0,0,200,,0.138157895,0.720238095,0.166666667,0.609195402,0.01,0.672043011,0.126984127,0.6875,0.111111111,0.679738562
capture_2020_07_24_18_01_42_010735,1,0,27,147,71,131,1,188,25,232,33,246,0,0,0,0,200,,0.138157895,0.720238095,0.153333333,0.603448276,0.01,0.672043011,0.105820106,0.66875,0.111111111,0.679738562
capture_2020_07_24_18_01_42_010736,1,0,27,147,71,131,1,188,25,232,33,246,0,0,0,0,200,,0.138157895,0.720238095,0.153333333,0.603448276,0.01,0.672043011,0.105820106,0.66875,0.111111111,0.679738562
capture_2020_07_24_18_01_42_010737,1,0,27,147,71,131,1,188,25,232,33,246,0,0,0,0,200,,0.138157895,0.720238095,0.153333333,0.603448276,0.01,0.672043011,0.105820106,0.66875,0.111111111,0.679738562
capture_2020_07_24_18_01_42_010811,0,0,30,180,129,155,97,214,107,260,112,279,0,0,0,0,200,,0.157894737,0.916666667,0.54,0.74137931,0.49,0.811827957,0.53968254,0.84375,0.55,0.895424837
capture_2020_07_24_18_01_42_010812,0,0,30,180,129,155,97,214,107,260,112,279,0,0,0,0,200,,0.157894737,0.916666667,0.54,0.74137931,0.49,0.811827957,0.53968254,0.84375,0.55,0.895424837
capture_2020_07_24_18_01_42_010813,0,0,37,182,132,156,102,215,112,260,117,279,0,0,0,0,200,,0.203947368,0.928571429,0.56,0.747126437,0.515,0.817204301,0.566137566,0.84375,0.577777778,0.895424837
capture_2020_07_24_18_01_42_010814,0,0,46,176,142,150,115,210,119,257,125,275,0,0,0,0,200,,0.263157895,0.892857143,0.626666667,0.712643678,0.58,0.790322581,0.603174603,0.825,0.622222222,0.869281046
capture_2020_07_24_18_01_42_010815,0,0,46,177,142,150,115,210,121,256,128,275,0,0,0,0,200,,0.263157895,0.898809524,0.626666667,0.712643678,0.58,0.790322581,0.613756614,0.81875,0.638888889,0.869281046
capture_2020_07_24_18_01_42_010816,0,0,42,182,139,153,110,214,118,260,125,280,0,0,0,0,200,,0.236842105,0.928571429,0.606666667,0.729885057,0.555,0.811827957,0.597883598,0.84375,0.622222222,0.901960784
capture_2020_07_24_18_01_42_010817,0,0,44,183,136,159,110,214,118,260,123,277,0,0,0,0,200,,0.25,0.93452381,0.586666667,0.764367816,0.555,0.811827957,0.597883598,0.84375,0.611111111,0.882352941
capture_2020_07_24_18_01_42_010818,0,0,50,184,140,159,112,213,120,256,126,275,0,0,0,0,200,,0.289473684,0.94047619,0.613333333,0.764367816,0.565,0.806451613,0.608465608,0.81875,0.627777778,0.869281046
capture_2020_07_24_18_01_42_050015,0,0,41,119,133,119,84,171,82,205,84,245,0,0,0,0,200,,0.230263158,0.553571429,0.566666667,0.534482759,0.425,0.580645161,0.407407407,0.5,0.394444444,0.673202614
capture_2020_07_24_18_01_42_050016,0,0,53,123,142,122,96,177,95,207,94,244,0,0,0,0,200,,0.309210526,0.577380952,0.626666667,0.551724138,0.485,0.612903226,0.476190476,0.5125,0.45,0.666666667
capture_2020_07_24_18_01_42_050017,0,0,66,125,157,125,109,175,108,206,108,243,0,0,0,0,200,,0.394736842,0.589285714,0.726666667,0.568965517,0.55,0.602150538,0.544973545,0.50625,0.527777778,0.660130719
capture_2020_07_24_18_01_42_050018,0,0,43,130,138,128,94,171,92,209,92,248,0,0,0,0,200,,0.243421053,0.619047619,0.6,0.586206897,0.475,0.580645161,0.46031746,0.525,0.438888889,0.692810458
capture_2020_07_24_18_01_42_050019,0,0,44,120,141,120,92,159,91,202,90,237,0,0,0,0,200,,0.25,0.55952381,0.62,0.540229885,0.465,0.516129032,0.455026455,0.48125,0.427777778,0.620915033
capture_2020_07_24_18_01_42_050020,0,0,44,120,140,117,93,158,90,197,91,236,0,0,0,0,200,,0.25,0.55952381,0.613333333,0.522988506,0.47,0.510752688,0.44973545,0.45,0.433333333,0.614379085
capture_2020_07_24_18_01_42_050021,0,0,44,120,140,117,93,158,90,197,91,236,0,0,0,0,200,,0.25,0.55952381,0.613333333,0.522988506,0.47,0.510752688,0.44973545,0.45,0.433333333,0.614379085
capture_2020_07_24_18_01_42_050022,0,0,46,123,138,120,93,158,94,198,95,238,0,0,0,0,200,,0.263157895,0.577380952,0.6,0.540229885,0.47,0.510752688,0.470899471,0.45625,0.455555556,0.62745098
capture_2020_07_24_18_01_42_050023,0,0,61,117,148,113,104,154,104,192,106,233,0,0,0,0,200,,0.361842105,0.541666667,0.666666667,0.5,0.525,0.489247312,0.523809524,0.41875,0.516666667,0.594771242
capture_2020_07_24_18_01_42_050024,0,0,60,119,146,114,104,154,104,192,106,233,0,0,0,0,200,,0.355263158,0.553571429,0.653333333,0.505747126,0.525,0.489247312,0.523809524,0.41875,0.516666667,0.594771242
capture_2020_07_24_18_01_42_050025,0,0,63,120,151,124,105,179,100,202,99,243,0,0,0,0,200,,0.375,0.55952381,0.686666667,0.563218391,0.53,0.623655914,0.502645503,0.48125,0.477777778,0.660130719
capture_2020_07_24_18_01_42_050026,0,0,63,128,151,131,104,185,105,210,101,250,0,0,0,0,200,,0.375,0.607142857,0.686666667,0.603448276,0.525,0.655913978,0.529100529,0.53125,0.488888889,0.705882353
capture_2020_07_24_18_01_42_050027,0,0,60,129,151,132,104,186,102,214,101,250,0,0,0,0,200,,0.355263158,0.613095238,0.686666667,0.609195402,0.525,0.661290323,0.513227513,0.55625,0.488888889,0.705882353
capture_2020_07_24_18_01_42_050028,0,0,60,129,148,133,102,189,99,216,97,253,0,0,0,0,200,,0.355263158,0.613095238,0.666666667,0.614942529,0.515,0.677419355,0.497354497,0.56875,0.466666667,0.725490196
capture_2020_07_24_18_01_42_050029,0,0,58,132,147,136,101,191,99,219,97,254,0,0,0,0,200,,0.342105263,0.630952381,0.66,0.632183908,0.51,0.688172043,0.497354497,0.5875,0.466666667,0.732026144
capture_2020_07_24_18_01_42_050096,0,0,91,123,164,142,149,174,124,210,107,245,0,0,0,0,200,,0.559210526,0.577380952,0.773333333,0.666666667,0.75,0.596774194,0.62962963,0.53125,0.522222222,0.673202614
capture_2020_07_24_18_01_42_050097,0,0,92,123,162,144,149,177,124,210,107,245,0,0,0,0,200,,0.565789474,0.577380952,0.76,0.67816092,0.75,0.612903226,0.62962963,0.53125,0.522222222,0.673202614
capture_2020_07_24_18_01_42_050098,0,0,90,120,163,140,149,177,124,210,109,241,0,0,0,0,200,,0.552631579,0.55952381,0.766666667,0.655172414,0.75,0.612903226,0.62962963,0.53125,0.533333333,0.647058824
capture_2020_07_24_18_01_42_050099,0,0,93,117,163,137,149,177,130,206,112,239,0,0,0,0,200,,0.572368421,0.541666667,0.766666667,0.637931034,0.75,0.612903226,0.661375661,0.50625,0.55,0.633986928
capture_2020_07_24_18_01_42_050100,0,0,94,116,168,138,153,171,129,204,115,239,0,0,0,0,200,,0.578947368,0.535714286,0.8,0.643678161,0.77,0.580645161,0.656084656,0.49375,0.566666667,0.633986928
capture_2020_07_24_18_01_42_050101,0,0,94,117,166,138,151,175,128,207,114,239,0,0,0,0,200,,0.578947368,0.541666667,0.786666667,0.643678161,0.76,0.602150538,0.650793651,0.5125,0.561111111,0.633986928
capture_2020_07_24_18_01_42_050102,0,0,92,120,165,140,152,176,128,209,112,244,0,0,0,0,200,,0.565789474,0.55952381,0.78,0.655172414,0.765,0.607526882,0.650793651,0.525,0.55,0.666666667
capture_2020_07_24_18_01_42_050103,0,0,46,137,142,137,96,201,94,243,93,267,0,0,0,0,200,,0.263157895,0.660714286,0.626666667,0.637931034,0.485,0.741935484,0.470899471,0.7375,0.444444444,0.816993464
capture_2020_07_24_18_01_42_050104,0,0,46,137,142,137,96,201,94,243,93,267,0,0,0,0,200,,0.263157895,0.660714286,0.626666667,0.637931034,0.485,0.741935484,0.470899471,0.7375,0.444444444,0.816993464
capture_2020_07_24_18_01_42_050105,0,0,46,137,142,137,96,201,94,243,93,267,0,0,0,0,200,,0.263157895,0.660714286,0.626666667,0.637931034,0.485,0.741935484,0.470899471,0.7375,0.444444444,0.816993464
capture_2020_07_24_18_01_42_050106,0,0,47,134,142,134,96,201,94,243,93,265,0,0,0,0,200,,0.269736842,0.642857143,0.626666667,0.620689655,0.485,0.741935484,0.470899471,0.7375,0.444444444,0.803921569
capture_2020_07_24_18_01_42_050107,0,0,43,137,138,135,92,197,89,237,88,260,0,0,0,0,200,,0.243421053,0.660714286,0.6,0.626436782,0.465,0.720430108,0.444444444,0.7,0.416666667,0.77124183
capture_2020_07_24_18_01_42_050108,0,0,42,137,138,137,92,197,89,237,88,260,0,0,0,0,200,,0.236842105,0.660714286,0.6,0.637931034,0.465,0.720430108,0.444444444,0.7,0.416666667,0.77124183
capture_2020_07_24_18_01_42_050109,0,0,44,135,138,137,92,197,89,237,88,260,0,0,0,0,200,,0.25,0.648809524,0.6,0.637931034,0.465,0.720430108,0.444444444,0.7,0.416666667,0.77124183
capture_2020_07_24_18_01_42_050110,0,0,45,134,140,135,92,197,89,237,88,260,0,0,0,0,200,,0.256578947,0.642857143,0.613333333,0.626436782,0.465,0.720430108,0.444444444,0.7,0.416666667,0.77124183
capture_2020_07_24_18_01_42_050357,0,1,101,159,148,161,163,208,140,239,132,254,0,0,0,0,200,,0.625,0.791666667,0.666666667,0.775862069,0.82,0.779569892,0.714285714,0.7125,0.661111111,0.732026144
capture_2020_07_24_18_01_42_050358,0,1,101,159,148,161,163,208,139,243,132,254,0,0,0,0,200,,0.625,0.791666667,0.666666667,0.775862069,0.82,0.779569892,0.708994709,0.7375,0.661111111,0.732026144
capture_2020_07_24_18_01_42_050359,0,1,101,159,148,161,163,208,139,243,132,254,0,0,0,0,200,,0.625,0.791666667,0.666666667,0.775862069,0.82,0.779569892,0.708994709,0.7375,0.661111111,0.732026144
capture_2020_07_24_18_01_42_050360,0,1,97,162,147,167,160,212,138,246,130,260,0,0,0,0,200,,0.598684211,0.80952381,0.66,0.810344828,0.805,0.801075269,0.703703704,0.75625,0.65,0.77124183
capture_2020_07_24_18_01_42_050361,0,1,99,161,147,167,160,212,138,246,130,260,0,0,0,0,200,,0.611842105,0.803571429,0.66,0.810344828,0.805,0.801075269,0.703703704,0.75625,0.65,0.77124183
capture_2020_07_24_18_01_42_050362,0,1,103,150,150,158,167,204,143,238,135,253,0,0,0,0,200,,0.638157895,0.738095238,0.68,0.75862069,0.84,0.758064516,0.73015873,0.70625,0.677777778,0.725490196
capture_2020_07_24_18_01_42_050363,0,1,104,146,156,152,170,197,145,233,139,247,0,0,0,0,200,,0.644736842,0.714285714,0.72,0.724137931,0.855,0.720430108,0.740740741,0.675,0.7,0.68627451
capture_2020_07_24_18_01_42_050364,0,1,110,139,163,147,175,191,151,228,144,240,0,0,0,0,200,,0.684210526,0.672619048,0.766666667,0.695402299,0.88,0.688172043,0.772486772,0.64375,0.727777778,0.640522876
